iteration,hv_mean,hv_std
173,300552.963643,7027.991331
174,300557.415221,7026.669394
175,300569.565939,7022.775079
176,300572.655185,7020.289910
177,300579.966777,7030.783213
178,300610.016529,7007.385999
179,300615.605359,7004.324321
180,300616.897539,7004.110345
181,300640.444069,7022.223458
182,300646.512182,7019.466515
183,300656.759438,7017.393211
184,300677.214992,7006.153832
185,300677.715712,7005.852294
186,300703.925759,6996.330962
187,300707.495585,6995.392368
188,300712.596367,6992.171264
189,300733.043531,6986.740501
190,300735.348403,6985.607493
191,300757.181632,6976.607575
192,300759.114427,6975.093577
193,300774.472906,6987.398150
194,300786.431661,7007.829230
195,300786.436757,7007.823396
196,300788.588735,7007.197656
197,300793.538702,7007.042520
198,300793.922763,7006.856079
199,300796.936245,7004.147936
200,300798.464374,7003.133141
201,300800.401751,7001.069695
202,300807.337712,7010.835877
203,300826.919948,6995.403076
204,300829.340338,6994.511670
205,300832.451748,6993.018542
206,300899.583489,6947.646270
207,300915.765323,6948.008778
208,300915.817580,6948.075861
209,300920.203822,6951.559271
210,300924.468831,6950.085966
211,300929.859190,6950.129739
212,300936.329726,6949.629700
213,300941.798481,6949.531875
214,300947.330711,6948.634968
215,300952.225530,6946.021107
216,300953.483421,6945.594896
217,300955.323114,6946.056177
218,300961.803042,6942.337431
219,300982.672636,6923.427516
220,300983.606775,6922.995081
221,301029.408183,6878.272929
222,301065.709271,6841.503929
223,301081.802260,6823.932663
224,301092.685336,6814.102425
225,301104.851019,6805.019730
226,301109.722063,6811.564380
227,301138.080188,6799.080551
228,301143.504900,6802.570043
229,301269.014452,6681.861468
230,301759.266734,6845.456178
231,301759.273492,6845.465423
232,301762.282239,6844.202057
233,301767.505307,6840.803019
234,301769.421450,6840.087590
235,301776.702256,6833.865713
236,301791.178128,6821.349717
237,301799.560025,6813.711283
238,301806.203750,6809.462303
239,301809.031031,6808.440283
240,301812.482224,6806.951274
241,301812.822820,6806.815566
242,301825.557011,6821.784352
243,301827.536116,6820.865802
244,301829.303252,6821.592775
245,301829.359415,6821.669756
246,301829.478059,6821.557650
247,301836.652477,6815.367582
248,301836.927091,6815.167982
249,301849.002898,6821.198513
250,301859.090327,6826.137454
251,301859.803754,6825.799743
252,301860.388886,6825.331735
253,301863.231211,6824.190752
254,301863.602471,6824.702325
255,301868.145966,6830.955317
256,301869.816949,6832.847927
257,301870.846527,6832.423409
258,301879.344543,6826.888570
259,301880.536069,6826.280139
260,301880.536069,6826.280139
261,301883.217650,6825.045897
262,301883.670158,6824.648422
263,301885.188069,6827.204732
264,301885.757307,6827.055385
265,301887.945918,6831.223237
266,301889.431179,6833.274366
267,301890.166229,6834.251167
268,301892.041949,6837.246297
269,301892.212461,6837.270614
270,302011.242245,6922.023793
271,302015.212919,6918.869778
272,302025.166227,6911.157575
273,302026.697784,6909.886313
274,302029.755388,6907.497208
275,302032.237634,6904.957792
276,302034.836470,6902.639318
277,302037.361681,6905.122278
278,302038.130744,6905.044244
279,302054.960828,6920.266103
280,302054.963526,6920.263483
281,302057.205937,6923.173167
282,302057.836694,6922.653412
283,302058.120335,6922.850877
284,302058.634020,6923.527240
285,302061.223252,6922.025830
286,302065.344783,6918.902107
287,302065.348100,6918.900653
288,302066.037251,6918.359080
289,302066.367583,6918.073844
290,302067.348722,6917.478146
291,302067.964955,6916.974558
292,302279.918627,6838.096097
293,302279.979621,6838.066637
294,302280.210928,6837.785622
295,302280.717906,6837.794763
296,302281.870827,6838.392630
297,302283.621484,6837.148695
298,302283.670786,6837.107248
299,302399.525377,6874.256482
300,302400.682392,6873.412792
301,302406.724186,6876.972883
302,302408.715723,6879.360155
303,302409.547746,6878.794733
304,302409.983813,6878.566342
305,302410.809826,6878.432930
306,302418.320309,6875.690046
307,302418.508463,6875.490819
308,302463.996689,6908.018805
309,302464.112340,6907.957696
310,302465.575738,6907.052188
311,302466.511179,6907.505927
312,302466.569741,6907.478807
313,302467.827626,6906.634314
314,302468.048269,6906.498909
315,302469.224743,6906.684058
316,302469.954092,6906.121713
317,302469.954092,6906.121713
318,302470.042310,6906.045291
319,302471.050920,6907.959990
320,302486.868169,6915.755546
321,302487.046859,6915.606297
322,302487.664282,6915.504872
323,302555.646551,7014.799017
324,302559.536883,7021.046316
325,302560.778841,7020.745916
326,302560.959143,7021.033070
327,302561.645305,7020.655040
328,302562.065164,7021.332907
329,302566.987059,7025.021079
330,302669.857762,7124.498365
331,302669.896943,7124.478419
332,302670.289977,7124.307127
333,302672.741289,7125.412231
334,302674.102114,7125.058450
335,302674.102114,7125.058450
336,302678.838001,7126.480121
337,302678.920199,7126.609779
338,302679.394665,7127.162003
339,302681.644021,7129.775178
340,302681.805295,7129.963847
341,302682.030813,7130.227841
342,302683.593380,7128.695943
343,302685.439717,7130.786422
344,302697.956144,7116.104904
345,302698.052033,7116.053647
346,302699.198113,7116.344523
347,302699.531949,7116.763619
348,302700.933978,7115.141784
349,302701.402189,7115.403311
350,302702.311574,7116.800530
351,302702.786873,7117.360494
352,302702.786873,7117.360494
353,302703.154547,7117.735552
354,302703.421892,7117.656265
355,302703.606964,7117.939790
356,302703.629933,7117.965879
357,302703.629933,7117.965879
358,302719.619467,7130.407092
359,302719.627634,7130.401078
360,302719.627634,7130.401078
361,302720.043253,7130.890251
362,302720.043253,7130.890251
363,302720.043253,7130.890251
364,302720.427088,7131.058429
365,302720.907495,7131.170142
366,302720.954137,7131.129700
367,302720.973653,7131.109884
368,302721.228084,7130.945254
369,302721.259933,7130.957376
370,302721.368639,7130.954750
371,302721.368639,7130.954750
372,302721.368639,7130.954750
373,302721.368639,7130.954750
374,302721.631581,7130.814260
375,302721.901288,7130.582106
376,302721.920804,7130.565205
377,302722.278638,7130.248696
378,302722.667791,7129.962301
379,302722.837589,7129.871698
380,302722.947964,7129.782485
381,302723.026029,7129.714876
382,302723.402804,7129.389525
383,302723.402804,7129.389525
384,302724.081191,7129.028627
385,302724.629378,7129.283193
386,302724.629378,7129.283193
387,302724.629378,7129.283193
388,302724.629378,7129.283193
389,302724.937282,7129.388058
390,302725.285244,7129.806120
391,302725.285244,7129.806120
392,302725.729450,7130.330699
393,302725.729450,7130.330699
394,302725.856367,7130.480720
395,302727.773086,7129.739015
396,302727.773086,7129.739015
397,302731.293160,7127.173856
398,302732.061381,7127.142794
399,302732.092555,7127.179668
400,302732.092555,7127.179668
401,302732.213397,7127.339678
402,302732.375282,7127.531221
403,302734.845464,7130.713084
404,302738.898139,7138.017351
405,302738.898139,7138.017351
406,302738.898139,7138.017351
407,302738.981251,7138.084323
408,302740.530220,7137.045219
409,302740.530220,7137.045219
410,302740.775313,7137.337123
411,302740.775313,7137.337123
412,302740.775313,7137.337123
413,302740.799622,7137.317115
414,302742.794719,7140.037363
415,302742.962643,7140.237371
416,302742.962643,7140.237371
417,302742.962643,7140.237371
418,302743.007652,7140.290997
419,302743.007652,7140.290997
420,302743.007652,7140.290997
421,302743.007652,7140.290997
422,302743.078051,7140.215179
423,302743.078051,7140.215179
424,302744.441233,7138.643717
425,302744.441233,7138.643717
426,302744.506142,7138.587502
427,302744.596783,7138.521889
428,302744.600140,7138.525227
429,302744.600140,7138.525227
430,302744.600140,7138.525227
431,302745.067503,7138.158257
432,302745.067503,7138.158257
433,302746.626413,7137.054629
434,302746.626413,7137.054629
435,302746.626413,7137.054629
436,302746.685684,7137.131585
437,302746.700140,7137.119061
438,302746.700140,7137.119061
439,302746.709536,7137.120743
440,302748.512630,7139.593760
441,302748.512630,7139.593760
442,302748.512630,7139.593760
443,302748.880767,7139.305194
444,302748.880767,7139.305194
445,302748.880767,7139.305194
446,302748.880767,7139.305194
447,302749.111550,7139.184213
448,302749.111550,7139.184213
449,302749.111550,7139.184213
450,302749.133414,7139.172450
451,302749.257616,7139.307380
452,302749.257700,7139.307463
453,302749.257830,7139.307379
454,302749.257830,7139.307379
455,302749.561679,7139.351269
456,302749.561815,7139.351152
457,302749.561815,7139.351152
458,302750.449153,7138.875337
459,302750.449153,7138.875337
460,302750.449153,7138.875337
461,302750.449153,7138.875337
462,302750.449153,7138.875337
463,302750.449153,7138.875337
464,302750.449153,7138.875337
465,302750.449153,7138.875337
466,302750.449153,7138.875337
467,302750.514260,7138.828603
468,302750.514260,7138.828603
469,302750.514260,7138.828603
470,302750.514260,7138.828603
471,302750.514260,7138.828603
472,302750.514260,7138.828603
473,302750.514260,7138.828603
474,302750.528167,7138.817326
475,302750.528167,7138.817326
476,302750.528167,7138.817326
477,302750.528167,7138.817326
478,302753.492256,7136.759254
479,302753.492256,7136.759254
480,302753.492256,7136.759254
481,302753.492256,7136.759254
482,302753.492256,7136.759254
483,302753.492256,7136.759254
484,302753.492256,7136.759254
485,302753.773287,7136.809841
486,302753.817789,7136.773730
487,302753.817789,7136.773730
488,302753.837010,7136.760146
489,302753.837010,7136.760146
490,302753.837010,7136.760146
491,302753.837010,7136.760146
492,302753.837010,7136.760146
493,302753.837010,7136.760146
494,302754.761068,7136.103770
495,302754.761068,7136.103770
496,302754.761068,7136.103770
497,302755.837344,7137.557307
498,302755.852776,7137.546399
499,302756.089391,7137.872751
